: sem1_capital-conturies
아테네 그리스 바그다드 이라크
쥐 찍찍 까마귀 까악
쥐 찍찍 뻐꾸기 뻐꾹
병아리 삐약 호랑이 어흥
병아리 삐약 비둘기 구구
병아리 삐약 까마귀 까악
병아리 삐약 뻐꾸기 뻐꾹
호랑이 어흥 비둘기 구구
호랑이 어흥 까마귀 까악
호랑이 어흥 뻐꾸기 뻐꾹
비둘기 구구 까마귀 까악
비둘기 구구 뻐꾸기 뻐꾹
까마귀 까악 뻐꾸기 뻐꾹
가축 축사 개미 개미굴
가축 축사 게 바다
가축 축사 고래 바다
가축 축사 낙타 사막
가축 축사 너구리 숲
가축 축사 돌고래 바다
가축 축사 말 초원
가축 축사 물개 바다
가축 축사 박쥐 동굴
가축 축사 벌 벌집
가축 축사 북극곰 북극
가축 축사 비둘기 둥지
가축 축사 비버 강
가축 축사 상어 바다
가축 축사 수달 호수
가축 축사 악어 강
가축 축사 오리 연못
가축 축사 참새 둥지
가축 축사 펭귄 남극
개미 개미굴 게 바다
개미 개미굴 고래 바다
개미 개미굴 낙타 사막
개미 개미굴 너구리 숲
개미 개미굴 돌고래 바다
개미 개미굴 말 초원
개미 개미굴 물개 바다
개미 개미굴 박쥐 동굴
개미 개미굴 벌 벌집
개미 개미굴 북극곰 북극
개미 개미굴 비둘기 둥지
개미 개미굴 비버 강
개미 개미굴 상어 바다
개미 개미굴 수달 호수
개미 개미굴 악어 강
개미 개미굴 오리 연못
개미 개미굴 참새 둥지
개미 개미굴 펭귄 남극
게 바다 고래 바다
게 바다 낙타 사막
게 바다 너구리 숲
게 바다 돌고래 바다
게 바다 말 초원
게 바다 물개 바다
게 바다 박쥐 동굴
게 바다 벌 벌집
게 바다 북극곰 북극
게 바다 비둘기 둥지
게 바다 비버 강
게 바다 상어 바다
게 바다 수달 호수
게 바다 악어 강
게 바다 오리 연못
게 바다 참새 둥지
게 바다 펭귄 남극
고래 바다 낙타 사막
고래 바다 너구리 숲
고래 바다 돌고래 바다
고래 바다 말 초원
고래 바다 물개 바다
고래 바다 박쥐 동굴
고래 바다 벌 벌집
고래 바다 북극곰 북극
고래 바다 비둘기 둥지
고래 바다 비버 강
고래 바다 상어 바다
고래 바다 수달 호수
고래 바다 악어 강
고래 바다 오리 연못
고래 바다 참새 둥지
고래 바다 펭귄 남극
낙타 사막 너구리 숲
낙타 사막 돌고래 바다
낙타 사막 말 초원
낙타 사막 물개 바다
낙타 사막 박쥐 동굴
낙타 사막 벌 벌집
낙타 사막 북극곰 북극
낙타 사막 비둘기 둥지
낙타 사막 비버 강
낙타 사막 상어 바다
낙타 사막 수달 호수
낙타 사막 악어 강
낙타 사막 오리 연못
낙타 사막 참새 둥지
낙타 사막 펭귄 남극
너구리 숲 돌고래 바다
너구리 숲 말 초원
너구리 숲 물개 바다
너구리 숲 박쥐 동굴
너구리 숲 벌 벌집
너구리 숲 북극곰 북극
너구리 숲 비둘기 둥지
너구리 숲 비버 강
너구리 숲 상어 바다
너구리 숲 수달 호수
너구리 숲 악어 강
너구리 숲 오리 연못
너구리 숲 참새 둥지
너구리 숲 펭귄 남극
돌고래 바다 말 초원
돌고래 바다 물개 바다
돌고래 바다 박쥐 동굴
돌고래 바다 벌 벌집
돌고래 바다 북극곰 북극
돌고래 바다 비둘기 둥지
돌고래 바다 비버 강
돌고래 바다 상어 바다
돌고래 바다 수달 호수
돌고래 바다 악어 강
돌고래 바다 오리 연못
돌고래 바다 참새 둥지
돌고래 바다 펭귄 남극
말 초원 물개 바다
말 초원 박쥐 동굴
말 초원 벌 벌집
말 초원 북극곰 북극
말 초원 비둘기 둥지
말 초원 비버 강
말 초원 상어 바다
말 초원 수달 호수
말 초원 악어 강
말 초원 오리 연못
말 초원 참새 둥지
말 초원 펭귄 남극
물개 바다 박쥐 동굴
물개 바다 벌 벌집
물개 바다 북극곰 북극
물개 바다 비둘기 둥지
물개 바다 비버 강
물개 바다 상어 바다
물개 바다 수달 호수
물개 바다 악어 강
물개 바다 오리 연못
물개 바다 참새 둥지
물개 바다 펭귄 남극
박쥐 동굴 벌 벌집
박쥐 동굴 북극곰 북극
박쥐 동굴 비둘기 둥지
박쥐 동굴 비버 강
박쥐 동굴 상어 바다
박쥐 동굴 수달 호수
박쥐 동굴 악어 강
박쥐 동굴 오리 연못
박쥐 동굴 참새 둥지
박쥐 동굴 펭귄 남극
벌 벌집 북극곰 북극
벌 벌집 비둘기 둥지
벌 벌집 비버 강
벌 벌집 상어 바다
벌 벌집 수달 호수
벌 벌집 악어 강
벌 벌집 오리 연못
벌 벌집 참새 둥지
벌 벌집 펭귄 남극
북극곰 북극 비둘기 둥지
북극곰 북극 비버 강
북극곰 북극 상어 바다
북극곰 북극 수달 호수
북극곰 북극 악어 강
북극곰 북극 오리 연못
북극곰 북극 참새 둥지
북극곰 북극 펭귄 남극
비둘기 둥지 비버 강
비둘기 둥지 상어 바다
비둘기 둥지 수달 호수
비둘기 둥지 악어 강
비둘기 둥지 오리 연못
비둘기 둥지 참새 둥지
비둘기 둥지 펭귄 남극
비버 강 상어 바다
비버 강 수달 호수
비버 강 악어 강
비버 강 오리 연못
비버 강 참새 둥지
비버 강 펭귄 남극
상어 바다 수달 호수
상어 바다 악어 강
상어 바다 오리 연못
상어 바다 참새 둥지
상어 바다 펭귄 남극
수달 호수 악어 강
수달 호수 오리 연못
수달 호수 참새 둥지
수달 호수 펭귄 남극
악어 강 오리 연못
악어 강 참새 둥지
악어 강 펭귄 남극
오리 연못 참새 둥지
오리 연못 펭귄 남극
참새 둥지 펭귄 남극
석탄 검은 크림 흰
석탄 검은 잔디 초록
석탄 검은 우유 하얀
석탄 검은 토마토 붉은
석탄 검은 함박눈 흰
석탄 검은 사파이어 푸른
석탄 검은 루비 붉은
석탄 검은 에메랄드 초록
석탄 검은 파슬리 초록
석탄 검은 오이 초록
석탄 검은 까마귀 검은
석탄 검은 포도 보라
석탄 검은 사과 붉은
석탄 검은 바나나 노란
석탄 검은 구름 흰
석탄 검은 나뭇잎 초록
석탄 검은 오렌지 주황
석탄 검은 하늘 푸른
크림 흰 잔디 초록
크림 흰 우유 하얀
크림 흰 토마토 붉은
크림 흰 함박눈 흰
크림 흰 사파이어 푸른
크림 흰 루비 붉은
크림 흰 에메랄드 초록
크림 흰 파슬리 초록
크림 흰 오이 초록
크림 흰 까마귀 검은
크림 흰 포도 보라
크림 흰 사과 붉은
크림 흰 바나나 노란
크림 흰 구름 흰
크림 흰 나뭇잎 초록
크림 흰 오렌지 주황
크림 흰 하늘 푸른
잔디 초록 우유 하얀
잔디 초록 토마토 붉은
잔디 초록 함박눈 흰
잔디 초록 사파이어 푸른
잔디 초록 루비 붉은
잔디 초록 에메랄드 초록
잔디 초록 파슬리 초록
잔디 초록 오이 초록
잔디 초록 까마귀 검은
잔디 초록 포도 보라
잔디 초록 사과 붉은
잔디 초록 바나나 노란
잔디 초록 구름 흰
잔디 초록 나뭇잎 초록
잔디 초록 오렌지 주황
잔디 초록 하늘 푸른
우유 하얀 토마토 붉은
우유 하얀 함박눈 흰
우유 하얀 사파이어 푸른
우유 하얀 루비 붉은
우유 하얀 에메랄드 초록
우유 하얀 파슬리 초록
우유 하얀 오이 초록
우유 하얀 까마귀 검은
우유 하얀 포도 보라
우유 하얀 사과 붉은
우유 하얀 바나나 노란
우유 하얀 구름 흰
우유 하얀 나뭇잎 초록
우유 하얀 오렌지 주황
우유 하얀 하늘 푸른
토마토 붉은 함박눈 흰
토마토 붉은 사파이어 푸른
토마토 붉은 루비 붉은
토마토 붉은 에메랄드 초록
토마토 붉은 파슬리 초록
토마토 붉은 오이 초록
토마토 붉은 까마귀 검은
토마토 붉은 포도 보라
토마토 붉은 사과 붉은
토마토 붉은 바나나 노란
토마토 붉은 구름 흰
토마토 붉은 나뭇잎 초록
토마토 붉은 오렌지 주황
토마토 붉은 하늘 푸른
함박눈 흰 사파이어 푸른
함박눈 흰 루비 붉은
함박눈 흰 에메랄드 초록
함박눈 흰 파슬리 초록
함박눈 흰 오이 초록
함박눈 흰 까마귀 검은
함박눈 흰 포도 보라
함박눈 흰 사과 붉은
함박눈 흰 바나나 노란
함박눈 흰 구름 흰
함박눈 흰 나뭇잎 초록
함박눈 흰 오렌지 주황
함박눈 흰 하늘 푸른
사파이어 푸른 루비 붉은
사파이어 푸른 에메랄드 초록
사파이어 푸른 파슬리 초록
사파이어 푸른 오이 초록
사파이어 푸른 까마귀 검은
사파이어 푸른 포도 보라
사파이어 푸른 사과 붉은
사파이어 푸른 바나나 노란
사파이어 푸른 구름 흰
사파이어 푸른 나뭇잎 초록
사파이어 푸른 오렌지 주황
사파이어 푸른 하늘 푸른
루비 붉은 에메랄드 초록
루비 붉은 파슬리 초록
루비 붉은 오이 초록
루비 붉은 까마귀 검은
루비 붉은 포도 보라
루비 붉은 사과 붉은
루비 붉은 바나나 노란
루비 붉은 구름 흰
루비 붉은 나뭇잎 초록
루비 붉은 오렌지 주황
루비 붉은 하늘 푸른
에메랄드 초록 파슬리 초록
에메랄드 초록 오이 초록
에메랄드 초록 까마귀 검은
에메랄드 초록 포도 보라
에메랄드 초록 사과 붉은
에메랄드 초록 바나나 노란
에메랄드 초록 구름 흰
에메랄드 초록 나뭇잎 초록
에메랄드 초록 오렌지 주황
에메랄드 초록 하늘 푸른
파슬리 초록 오이 초록
파슬리 초록 까마귀 검은
파슬리 초록 포도 보라
파슬리 초록 사과 붉은
파슬리 초록 바나나 노란
파슬리 초록 구름 흰
파슬리 초록 나뭇잎 초록
파슬리 초록 오렌지 주황
파슬리 초록 하늘 푸른
오이 초록 까마귀 검은
오이 초록 포도 보라
오이 초록 사과 붉은
오이 초록 바나나 노란
오이 초록 구름 흰
오이 초록 나뭇잎 초록
오이 초록 오렌지 주황
오이 초록 하늘 푸른
까마귀 검은 포도 보라
까마귀 검은 사과 붉은
까마귀 검은 바나나 노란
까마귀 검은 구름 흰
까마귀 검은 나뭇잎 초록
까마귀 검은 오렌지 주황
까마귀 검은 하늘 푸른
: syn1_case
자동차 자동차를 인터넷 인터넷을
영국령 영국령과 평화 평화와
여왕 여왕은 미국산 미국산은
플레이오프 플레이오프가 전화 전화가
어린이 어린이를 테러 테러를
장미 장미와 축구 축구와
중환자실 중환자실이 시장 시장이
전야제 전야제와 운동량 운동량과
해안 해안을 까마귀 까마귀를
진 진이 가발 가발이
전화 전화와 나물 나물과
은행 은행과 은행 은행과
가발 가발과 항산화제 항산화제와
부대찌개 부대찌개로 디스크 디스크로
뉴타운 뉴타운과 팬클럽 팬클럽과
시조 시조로 랜드마크 랜드마크로
호랑이 호랑이를 연속극 연속극을
고양이 고양이는 소형차 소형차는
의사 의사로 테러 테러로
쌍용차 쌍용차를 폐암 폐암을
우주 우주로 보석 보석으로
양상추 양상추를 소형차 소형차를
친일파 친일파는 영수증 영수증은
주식 주식을 신경과 신경과를
까마귀 까마귀와 상도 상도와
원석 원석으로 강의 강의로
물리 물리는 강의 강의는
설계도 설계도로 평화 평화로
마이클잭슨 마이클잭슨이 신경과 신경과가
축구 축구로 항산화제 항산화제로
나물 나물이 과일 과일이
기차 기차가 쌍용차 쌍용차가
행정고시 행정고시와 존재 존재와
오소리 오소리가 오이 오이가
엄마 엄마로 텔레비전 텔레비전으로
키보드 키보드는 시행 시행은
해안 해안이 대상 대상이
의사 의사와 키보드 키보드와
떡 떡으로 모의고사 모의고사로
국악과 국악과는 부상 부상은
자갈치 자갈치로 마법사 마법사로
소년 소년이 책 책이
테러 테러와 고양이 고양이와
중앙선 중앙선이 탁자 탁자가
시행 시행을 마이클잭슨 마이클잭슨을
떡 떡이 아기 아기가
노벨상 노벨상은 소년 소년은
엄마 엄마가 도입 도입이
텔레비전 텔레비전을 약 약을
마법사 마법사와 거래 거래와
전야제 전야제를 조명 조명을
랜드마크 랜드마크는 여행 여행은
교수 교수와 주식 주식과
전화 전화는 동서양 동서양은
중환자실 중환자실과 소형차 소형차와
인터넷 인터넷을 테이블 테이블을
여정 여정은 정신병원 정신병원은
도서관 도서관이 약 약이
감자 감자가 무기 무기가
마술사 마술사를 자동차 자동차를
남용 남용으로 보드카 보드카로
우유 우유로 연속극 연속극으로
탁자 탁자를 이불 이불을
시조 시조가 시조 시조가
가축 가축은 대상 대상은
거래 거래는 모의고사 모의고사는
주식회사 주식회사로 여권 여권으로
테니스 테니스는 마라도나 마라도나는
테러 테러는 티머니 티머니는
이스라엘 이스라엘으로 행정고시 행정고시로
돈 돈으로 떡 떡으로
학생 학생으로 대기업 대기업으로
뇌경색 뇌경색으로 부상 부상으로
중환자실 중환자실을 재규어 재규어를
정신병원 정신병원으로 유니코드 유니코드로
가격 가격은 간호사 간호사는
대기업 대기업으로 숲 숲으로
새 새으로 폐암 폐암으로
음료 음료가 자동차 자동차가
물리 물리가 인문학 인문학이
국악과 국악과를 인문학 인문학을
유통망 유통망이 가위 가위가
신경과 신경과와 책 책과
왕 왕은 부대찌개 부대찌개는
시행 시행으로 의정부 의정부로
종이 종이를 우유 우유를
여왕 여왕으로 우주 우주로
지도 지도로 이름 이름으로
알코올 알코올과 가발 가발과
킬로미터 킬로미터가 버터 버터가
수탉 수탉이 양상추 양상추가
소년 소년은 떡 떡은
연꽃 연꽃과 농구 농구와
올레길 올레길과 미디어 미디어와
시조 시조와 남용 남용과
자갈치 자갈치를 버터 버터를
제트스키 제트스키는 지렛대 지렛대는
대추나무 대추나무와 랜드마크 랜드마크와
오븐 오븐과 난방 난방과
오소리 오소리와 여왕 여왕과
책 책으로 스타 스타로
중환자실 중환자실으로 법 법으로
화학 화학으로 티머니 티머니로
학생 학생과 자갈치 자갈치와
이스라엘 이스라엘은 유니코드 유니코드는
커피 커피는 감자 감자는
의정부 의정부와 티머니 티머니와
강의 강의가 이사회 이사회가
양성자 양성자가 오소리 오소리가
가발 가발을 혈액형 혈액형을
정오 정오를 축구 축구를
티머니 티머니와 주식회사 주식회사와
신경과 신경과로 홈런포 홈런포로
배트맨 배트맨과 영국령 영국령과
설계도 설계도를 항산화제 항산화제를
난방 난방이 박진영 박진영이
고양이 고양이를 영국령 영국령을
결승점 결승점이 시행 시행이
미국산 미국산이 서울대 서울대가
연꽃 연꽃이 양성자 양성자가
대기업 대기업을 그린벨트 그린벨트를
약 약으로 카페인 카페인으로
알코올 알코올으로 가격 가격으로
스크린샷 스크린샷으로 원석 원석으로
학생 학생은 그린벨트 그린벨트는
미디어 미디어가 뇌경색 뇌경색이
현금 현금을 보석 보석을
영수증 영수증으로 밀가루 밀가루로
재규어 재규어는 컴퓨터 컴퓨터는
관리법 관리법을 렌트카 렌트카를
수록곡 수록곡으로 과일 과일으로
텔레비전 텔레비전과 카페인 카페인과
가축 가축을 우산 우산을
서울대 서울대가 교수 교수가
형제 형제로 강변 강변으로
아기 아기가 가격 가격이
탁자 탁자가 법 법이
주식 주식은 자동차 자동차는
장미 장미가 극장판 극장판이
삶 삶과 약 약과
뉴발란스 뉴발란스는 무기 무기는
가발 가발으로 통신망 통신망으로
밀가루 밀가루가 전원 전원이
라디오 라디오와 국민대 국민대와
이스라엘 이스라엘을 음료 음료를
농구 농구는 탁자 탁자는
한국말 한국말은 하드웨어 하드웨어는
화학 화학과 원석 원석과
중앙선 중앙선은 농구 농구는
커피 커피가 형제 형제가
노벨상 노벨상을 킬로미터 킬로미터를
수도승 수도승이 통신망 통신망이
존재 존재로 킬로미터 킬로미터로
유통망 유통망으로 명성황후 명성황후로
통신망 통신망은 평가 평가는
이스라엘 이스라엘과 선생 선생과
정신병원 정신병원은 조명 조명은
입 입이 입 입이
쌍용차 쌍용차는 우산 우산은
설계도 설계도와 떡 떡과
의정부 의정부는 까마귀 까마귀는
폐암 폐암과 스크린샷 스크린샷과
영화관 영화관은 군인 군인은
호랑이 호랑이가 소통 소통이
설계도 설계도가 뉴타운 뉴타운이
올림픽 올림픽은 나물 나물은
부상 부상이 디스크 디스크가
음식 음식이 예루살렘 예루살렘이
배트맨 배트맨을 삶 삶을
팝콘 팝콘으로 설계도 설계도로
무기 무기를 빵 빵을
키보드 키보드로 알코올 알코올으로
우주 우주는 팝송 팝송은
달걀 달걀이 랜드마크 랜드마크가
자갈치 자갈치와 연속극 연속극과
컴퓨터 컴퓨터는 오소리 오소리는
미디어 미디어를 평화 평화를
그린벨트 그린벨트가 마술사 마술사가
비평가 비평가가 스타 스타가
관리법 관리법으로 무기 무기로
명성황후 명성황후와 빵 빵과
이사회 이사회와 화학 화학과
은행 은행은 교수 교수는
정신병원 정신병원과 극장판 극장판과
마이클잭슨 마이클잭슨은 가발 가발은
하드웨어 하드웨어와 평가 평가와
시장 시장이 여왕 여왕이
재규어 재규어와 뇌경색 뇌경색과
영국령 영국령은 학 학은
까마귀 까마귀로 인문학 인문학으로
진 진과 지렛대 지렛대와
은행 은행을 양상추 양상추를
킬로미터 킬로미터와 미국산 미국산과
스크린샷 스크린샷이 한국말 한국말이
평화 평화가 까마귀 까마귀가
감자 감자는 가격 가격은
이불 이불으로 해안 해안으로
진 진으로 수도승 수도승으로
연속극 연속극을 양성자 양성자를
영화관 영화관을 겨울철 겨울철을
플레이오프 플레이오프를 의정부 의정부를
중앙선 중앙선을 남용 남용을
올레길 올레길이 팝콘 팝콘이
평가 평가가 결승점 결승점이
교수 교수를 알코올 알코올을
이름 이름과 간호사 간호사와
조명 조명은 노벨상 노벨상은
사랑 사랑을 음식 음식을
뉴발란스 뉴발란스와 군인 군인과
비평가 비평가와 오븐 오븐과
도입 도입과 의정부 의정부와
디스크 디스크로 거래 거래로
폐암 폐암을 쌍용차 쌍용차를
통신망 통신망과 유통망 유통망과
상도 상도로 하드웨어 하드웨어로
이름 이름으로 인터넷 인터넷으로
대기업 대기업이 빵 빵이
물리 물리와 전야제 전야제와
부대찌개 부대찌개를 지도 지도를
아이비리그 아이비리그는 원석 원석은
보드카 보드카가 도서관 도서관이
관광지 관광지와 우산 우산과
학 학이 커피 커피가
밀가루 밀가루를 선생 선생을
입 입으로 간호사 간호사로
정오 정오는 팬클럽 팬클럽은
지도 지도와 국무총리 국무총리와
종이 종이로 축구 축구로
미국산 미국산은 도구 도구는
음식 음식으로 어린이 어린이로
전야제 전야제는 의정부 의정부는
국민대 국민대를 떡 떡을
수탉 수탉과 학생 학생과
미디어 미디어로 자동차 자동차로
중환자실 중환자실은 도입 도입은
하드웨어 하드웨어는 양상추 양상추는
감자 감자를 통신망 통신망을
입 입과 신탁 신탁과
마법사 마법사로 플레이오프 플레이오프로
티머니 티머니로 마라도나 마라도나로
겨울철 겨울철을 키즈까페 키즈까페를
동서양 동서양과 커피 커피와
장미 장미로 예루살렘 예루살렘으로
우산 우산을 부상 부상을
이자 이자와 입 입과
평화 평화는 배트맨 배트맨은
남용 남용과 도서관 도서관과
빵 빵으로 라켓 라켓으로
음료 음료를 전화 전화를
행정고시 행정고시가 플레이오프 플레이오프가
책 책과 중앙선 중앙선과
마이클잭슨 마이클잭슨을 돈 돈을
유니코드 유니코드와 현금 현금과
디스크 디스크와 디스크 디스크와
평화 평화로 소통 소통으로
양성자 양성자를 간호사 간호사를
미국산 미국산을 한국말 한국말을
영화 영화를 법 법을
수탉 수탉을 행정고시 행정고시를
인문학 인문학과 보드카 보드카와
새 새이 비평가 비평가가
국악과 국악과로 유통망 유통망으로
국무총리 국무총리를 제트스키 제트스키를
오소리 오소리는 물리 물리는
지도 지도가 마법사 마법사가
한국말 한국말이 신탁 신탁이
영화 영화가 그림 그림이
신탁 신탁이 보석 보석이
소형차 소형차가 농구 농구가
이불 이불은 지도 지도는
자동차 자동차는 숲 숲은
오븐 오븐으로 서울대 서울대로
수리비 수리비를 모의고사 모의고사를
삶 삶이 돈 돈이
영국령 영국령을 화학 화학을
올림픽 올림픽을 벽시계 벽시계를
축구 축구와 박진영 박진영과
부대찌개 부대찌개는 보석 보석은
친일파 친일파와 홈런포 홈런포와
강의 강의는 킬로미터 킬로미터는
과일 과일으로 가발 가발으로
단축키 단축키로 돈 돈으로
가격 가격과 달걀 달걀과
극장판 극장판과 여권 여권과
신탁 신탁은 수용소 수용소는
라켓 라켓은 수탉 수탉은
팝송 팝송으로 키보드 키보드로
정오 정오로 장미 장미로
소형차 소형차를 뉴발란스 뉴발란스를
테니스 테니스를 수탉 수탉을
여행 여행이 수탉 수탉이
정오 정오가 부대찌개 부대찌개가
형제 형제가 영수증 영수증이
국무총리 국무총리로 새 새으로
팝송 팝송이 오븐 오븐이
마술사 마술사와 양성자 양성자와
선생 선생으로 감자 감자로
예루살렘 예루살렘으로 군인 군인으로
신탁 신탁으로 달걀 달걀으로
하드웨어 하드웨어로 배트맨 배트맨으로
올레길 올레길을 지렛대 지렛대를
약 약과 전원 전원과
전원 전원은 디스크 디스크는
탁자 탁자와 새 새과
어린이 어린이는 영화관 영화관은
가위 가위는 시장 시장은
렌트카 렌트카와 가축 가축과
인문학 인문학이 모의고사 모의고사가
자동차 자동차로 형제 형제로
쌍용차 쌍용차와 도입 도입과
행정고시 행정고시를 오이 오이를
마라도나 마라도나는 오븐 오븐은
수리비 수리비는 변호사 변호사는
뉴타운 뉴타운은 선생 선생은
책 책은 여권 여권은
배트맨 배트맨으로 우유 우유로
카페인 카페인으로 테니스 테니스로
조명 조명을 농구 농구를
의사 의사는 우주 우주는
주식회사 주식회사는 의사 의사는
오븐 오븐은 라디오 라디오는
전원 전원을 연꽃 연꽃을
라켓 라켓과 동서양 동서양과
까마귀 까마귀는 밀가루 밀가루는
수록곡 수록곡과 라디오 라디오와
빵 빵을 관광지 관광지를
마이클잭슨 마이클잭슨으로 팝콘 팝콘으로
정오 정오와 종이 종이와
신경과 신경과를 예루살렘 예루살렘을
해안 해안과 관리법 관리법과
탁자 탁자는 여왕 여왕은
무기 무기가 자갈치 자갈치가
아이비리그 아이비리그가 관광지 관광지가
폐암 폐암은 관광지 관광지는
오이 오이를 미디어 미디어를
스타 스타와 가위 가위와
은행 은행이 이자 이자가
라켓 라켓을 아이비리그 아이비리그를
가격 가격으로 시장 시장으로
팬클럽 팬클럽으로 수용소 수용소로
떡 떡과 밀가루 밀가루와
버터 버터를 난방 난방을
혈액형 혈액형을 엄마 엄마를
티머니 티머니가 원석 원석이
거래 거래를 랜드마크 랜드마크를
고양이 고양이가 소형차 소형차가
농구 농구가 아이비리그 아이비리그가
하드웨어 하드웨어가 부상 부상이
보석 보석이 보드카 보드카가
전야제 전야제로 현금 현금으로
축구 축구는 우유 우유는
거래 거래로 부대찌개 부대찌개로
동서양 동서양으로 그림 그림으로
이름 이름을 이자 이자를
여권 여권이 여정 여정이
관광지 관광지가 스크린샷 스크린샷이
제트스키 제트스키가 적성 적성이
변호사 변호사와 우유 우유와
스타 스타를 전야제 전야제를
구세주 구세주로 책 책으로
이스라엘 이스라엘이 변호사 변호사가
간호사 간호사는 존재 존재는
랜드마크 랜드마크와 하드웨어 하드웨어와
달걀 달걀으로 남용 남용으로
노벨상 노벨상으로 뇌경색 뇌경색으로
시행 시행과 컴퓨터 컴퓨터와
유통망 유통망은 입 입은
아기 아기로 올림픽 올림픽으로
법 법으로 자갈치 자갈치로
전화 전화가 행정고시 행정고시가
킬로미터 킬로미터는 결승점 결승점은
테이블 테이블이 렌트카 렌트카가
국민대 국민대로 상도 상도로
쌍용차 쌍용차로 관광지 관광지로
테러 테러로 음식 음식으로
대상 대상이 우유 우유가
테이블 테이블을 국민대 국민대를
상도 상도가 재규어 재규어가
플레이오프 플레이오프와 재규어 재규어와
교수 교수로 지도 지도로
소통 소통은 가위 가위는
수리비 수리비가 주식 주식이
플레이오프 플레이오프는 음료 음료는
모의고사 모의고사는 엄마 엄마는
해안 해안으로 영수증 영수증으로
통신망 통신망을 설계도 설계도를
왕 왕과 엄마 엄마와
전원 전원으로 수록곡 수록곡으로
부대찌개 부대찌개가 여행 여행이
새 새은 비평가 비평가는
달걀 달걀은 한국말 한국말은
물리 물리를 의사 의사를
엄마 엄마를 형제 형제를
가격 가격이 전야제 전야제가
재규어 재규어로 시조 시조로
빵 빵과 인문학 인문학과
배트맨 배트맨은 전원 전원은
팬클럽 팬클럽과 서울대 서울대와
연속극 연속극으로 비평가 비평가로
적성 적성을 자갈치 자갈치를
영수증 영수증이 국악과 국악과가
그림 그림이 상도 상도가
보석 보석을 진 진을
랜드마크 랜드마크로 음료 음료로
기차 기차와 설계도 설계도와
숲 숲으로 삶 삶으로
홈런포 홈런포로 쌍용차 쌍용차로
원석 원석은 단축키 단축키는
단축키 단축키는 아기 아기는
아이비리그 아이비리그와 뉴타운 뉴타운과
설계도 설계도는 적성 적성은
겨울철 겨울철이 이스라엘 이스라엘이
소통 소통으로 아이비리그 아이비리그로
탁자 탁자로 여왕 여왕으로
홈런포 홈런포를 영화 영화를
국무총리 국무총리는 도서관 도서관은
뉴타운 뉴타운으로 친일파 친일파로
여정 여정을 마술사 마술사를
자동차 자동차가 음식 음식이
형제 형제는 수도승 수도승은
현금 현금은 극장판 극장판은
오소리 오소리를 기차 기차를
부상 부상과 올림픽 올림픽과
영국령 영국령으로 이사회 이사회로
이사회 이사회를 소년 소년을
국무총리 국무총리와 행정고시 행정고시와
아기 아기를 호랑이 호랑이를
컴퓨터 컴퓨터를 우주 우주를
가축 가축으로 전화 전화로
뉴발란스 뉴발란스로 오소리 오소리로
폐암 폐암으로 마이클잭슨 마이클잭슨으로
남용 남용은 대기업 대기업은
이름 이름은 통신망 통신망은
컴퓨터 컴퓨터와 부상 부상과
보석 보석으로 진 진으로
모의고사 모의고사와 학 학과
키즈까페 키즈까페로 수탉 수탉으로
주식 주식으로 박진영 박진영으로
인터넷 인터넷으로 도입 도입으로
친일파 친일파를 서울대 서울대를
올림픽 올림픽과 해안 해안과
그린벨트 그린벨트를 결승점 결승점을
스크린샷 스크린샷을 여행 여행을
수용소 수용소가 테이블 테이블이
신탁 신탁을 유통망 유통망을
강변 강변을 미국산 미국산을
테니스 테니스와 장미 장미와
상도 상도를 비평가 비평가를
극장판 극장판이 왕 왕이
재규어 재규어를 숲 숲을
입 입은 현금 현금은
친일파 친일파가 이름 이름이
대상 대상과 여행 여행과
전화 전화로 한국말 한국말으로
달걀 달걀과 유니코드 유니코드와
소형차 소형차로 고양이 고양이로
모의고사 모의고사가 조명 조명이
랜드마크 랜드마크가 테니스 테니스가
사랑 사랑과 수록곡 수록곡과
관리법 관리법과 노벨상 노벨상과
의정부 의정부를 소통 소통을
호랑이 호랑이는 마이클잭슨 마이클잭슨은
법 법은 수록곡 수록곡은
과일 과일과 수리비 수리비와
인터넷 인터넷이 노벨상 노벨상이
뉴타운 뉴타운을 극장판 극장판을
혈액형 혈액형은 거래 거래는
오이 오이가 수리비 수리비가
영수증 영수증은 정오 정오는
소형차 소형차는 비행기 비행기는
오소리 오소리로 미디어 미디어로
전원 전원이 라켓 라켓이
강의 강의로 커피 커피로
현금 현금과 단축키 단축키와
빵 빵이 수용소 수용소가
명성황후 명성황후로 올레길 올레길으로
마법사 마법사가 어린이 어린이가
홈런포 홈런포는 혈액형 혈액형은
아기 아기는 국악과 국악과는
뇌경색 뇌경색과 마이클잭슨 마이클잭슨과
도서관 도서관을 수도승 수도승을
통신망 통신망이 텔레비전 텔레비전이
뉴타운 뉴타운이 음료 음료가
군인 군인은 난방 난방은
팬클럽 팬클럽이 운동량 운동량이
미국산 미국산으로 평가 평가로
대추나무 대추나무는 달걀 달걀은
인터넷 인터넷은 뉴발란스 뉴발란스는
배트맨 배트맨이 도구 도구가
적성 적성으로 왕 왕으로
항산화제 항산화제는 책 책은
양상추 양상추는 유통망 유통망은
운동량 운동량을 올림픽 올림픽을
소형차 소형차와 대추나무 대추나무와
동서양 동서양은 화학 화학은
변호사 변호사는 자갈치 자갈치는
여정 여정으로 제트스키 제트스키로
가축 가축이 존재 존재가
